employee_id,Self: Inspire with Purpose,Self: Drive for Results,Self: Own the Outcome,Self: Speak Up and Listen,Self: Lead with Empathy,Self: Grow Others,Self: Bridge Across Boundaries,Self: Act with Integrity,Self: Make it Simple,Self: Lead Change Fearlessly,Self: Learn and Adapt Fast,Self: Champion Diversity,Manager: Inspire with Purpose,Manager: Drive for Results,Manager: Own the Outcome,Manager: Speak Up and Listen,Manager: Lead with Empathy,Manager: Grow Others,Manager: Bridge Across Boundaries,Manager: Act with Integrity,Manager: Make it Simple,Manager: Lead Change Fearlessly,Manager: Learn and Adapt Fast,Manager: Champion Diversity,Peers: Inspire with Purpose,Peers: Drive for Results,Peers: Own the Outcome,Peers: Speak Up and Listen,Peers: Lead with Empathy,Peers: Grow Others,Peers: Bridge Across Boundaries,Peers: Act with Integrity,Peers: Make it Simple,Peers: Lead Change Fearlessly,Peers: Learn and Adapt Fast,Peers: Champion Diversity,Reports: Inspire with Purpose,Reports: Drive for Results,Reports: Own the Outcome,Reports: Speak Up and Listen,Reports: Lead with Empathy,Reports: Grow Others,Reports: Bridge Across Boundaries,Reports: Act with Integrity,Reports: Make it Simple,Reports: Lead Change Fearlessly,Reports: Learn and Adapt Fast,Reports: Champion Diversity
emp136545,4,4,4,4,4,4,4,5,4,5,4,4,4,5,4,4,4,4,4,4,5,4,5,5,3.807344265,4.29475297,4.463489753,4.70329147,4.341497462,3.638145906,4.090894079,4.288038567,3.851101274,4.575775157,4.249896722,4.70329147,3.667057673,4.495488414,4.388175214,4.398656916,3.793631791,4.193316671,3.669050238,3.981392767,4.409772835,4.711693656,4.31383386,3.551837541
emp149750,4,5,4,4,4,4,4,5,5,4,5,4,4,4,4,5,4,4,4,4,4,5,5,5,4.638985355,4.204838773,4.491087491,3.58832734,4.287041913,3.664337292,3.898850217,4.331390258,3.996708897,3.974947744,4.478232327,3.312702493,3.639524692,3.933287676,3.862376068,3.580727804,4.663727989,3.305666038,4.453046318,4.663727989,4.054473544,4.563114204,4.640436531,3.847085554
emp145737,4,4,5,4,4,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,3,4,4.05273133,3.995990037,4.358795533,3.628335081,3.812316658,4.385737645,4.190470576,4.175121416,3.90092482,3.999037461,4.485132017,4.361715633,3.136350742,3.71006968,4.195307475,4.035139188,4.123451695,3.512410584,3.64560714,3.763420703,3.571595809,3.52025018,4.403306934,4.138517683
emp136619,4,4,5,4,4,4,4,4,4,5,5,4,4,4,4,4,3,4,5,4,5,4,5,3,4.586219591,4.142102331,4.161705048,4.692728076,3.471061836,4.636886033,4.281072163,4.122738749,4.113761254,4.572734371,4.652917243,3.885929181,4.716243025,4.48043897,4.716243025,4.0302909,4.440343658,3.836565419,3.626358796,4.348718326,4.275716071,4.716243025,4.558715259,4.196946572
emp151138,3,5,5,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,5,4,5,5,4,3.743507592,3.917791733,4.405610807,4.760319641,3.355090967,3.618557454,3.598690206,4.172776899,3.676435831,3.542785978,4.250422355,3.734283241,4.056027956,4.31605969,4.620821085,3.267453742,3.015682875,3.536914431,3.784238618,4.61250187,4.099772976,4.255759536,3.207550108,4.620821085
emp145642,4,5,5,5,5,5,4,5,5,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4.144011265,4.690010278,3.829220168,4.688187393,4.078795926,4.932889464,4.846894535,4.161928364,4.056633835,4.424494776,3.929039881,4.296934764,4.586833179,4.251663028,4.356761547,4.071053997,4.341655368,4.228025772,4.060206336,4.696304057,4.481683208,3.812019401,4.7281159,3.880896309
emp151090,4,5,5,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4.222931777,4.328606108,4.485837509,4.597346374,4.765697642,3.693569314,3.675002692,4.064556838,3.73075992,4.287239461,4.650603469,4.037072083,3.541985551,4.648683668,3.960050532,3.981112783,3.962935257,3.995428997,4.003927214,4.277862861,3.364263421,4.026512885,4.497404872,3.615451782
emp146092,4,5,4,4,5,4,4,5,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,3.829739924,4.512333828,3.409918582,4.3774275,4.063997601,3.780382088,4.569442129,4.72770934,4.105134616,4.052595239,4.499031955,3.586038808,4.122392682,4.226450787,4.463634083,4.465927873,3.711964492,3.428675456,3.654571448,4.033157296,3.853571152,4.140567608,3.715369921,3.701962074
emp142630,5,4,4,4,4,5,4,4,5,5,5,4,4,4,4,5,4,4,4,4,4,3,4,4,4.451676434,4.475432078,4.183423777,4.116721876,4.475432078,3.521803613,3.839622639,4.242308345,3.612615421,3.853621209,4.018820059,4.247320394,3.744895993,4.564584933,4.142549547,4.516343751,3.083334609,4.0961015,4.158795972,4.564584933,3.637157638,3.652614141,3.943208586,3.485641752
emp138464,3,4,4,4,4,4,3,4,3,5,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3.816456586,4.625900605,4.183705759,4.188759595,4.413438117,4.479197519,3.370250144,4.625900605,3.487757742,4.404147947,4.027335695,4.109094729,4.302640869,4.600170463,4.20048047,3.846056507,4.146919164,4.153095676,3.828125792,4.515440164,3.151111564,4.152494183,4.435574957,3.705327732
emp134056,4,4,5,4,4,4,4,4,5,5,4,4,3,4,3,4,4,5,4,4,5,4,5,5,3.214902113,3.783325302,4.099073464,4.158597534,4.244851125,3.906079158,3.663256478,4.35394118,4.093294276,4.561842456,3.760303314,3.639427119,4.393272912,3.69141595,4.377574049,4.662352122,4.787130537,4.58657208,3.185451139,4.649406828,3.804738776,4.249266464,4.412277406,4.581139238
emp149398,4,4,5,4,3,4,4,5,4,5,4,4,3,4,4,4,4,4,2,4,5,4,4,4,3.980218755,4.259760961,4.059818166,4.201432658,4.734981517,4.022350714,3.556169427,4.433856572,3.471511828,4.56624203,4.734981517,4.181241915,3.992004682,4.216769856,4.613281407,4.047043624,4.083904261,3.988015359,4.410239534,4.699521814,4.015753064,4.752732167,4.586657112,4.258491899
emp149291,4,5,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,4,3.261279308,4.551120561,4.225891996,4.520124353,4.494412521,3.744898167,3.040999302,4.352501098,3.294233358,4.073124046,4.211175218,4.540190035,3.539201144,4.158583762,4.643207753,4.285103095,4.284306317,4.623684684,3.430055807,4.080686672,4.147040043,4.407105414,3.618235469,4.139784561
emp149789,4,5,5,4,4,5,4,4,4,5,5,5,4,4,4,4,4,4,4,4,3,5,5,4,4.471402939,4.511586484,4.814261117,4.431582997,4.753988319,4.181543693,4.059108646,4.439825293,4.803492539,4.923624712,4.152725684,4.683366363,4.450519907,3.760589744,4.461001096,3.732763209,4.299132798,4.867722142,3.971801699,4.663641651,4.041287049,4.181057609,4.214254699,3.822828446
emp148088,4,4,5,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,4,4,4.345581858,4.718066395,4.718066395,3.260313624,4.628642501,4.50230748,3.425643213,4.255329759,3.693174375,4.467643926,4.677067378,4.094929525,3.151103365,4.503646542,3.558385695,3.794125884,4.493390452,4.193444381,3.342678706,4.375786139,3.284451211,4.154141524,3.99783431,3.078022742
emp139998,4,5,4,4,4,4,4,4,5,4,5,4,4,4,4,4,5,4,4,5,4,4,4,4,3.931732628,4.28343406,4.208981581,3.831512309,4.16311108,4.334312262,3.403542044,4.257987732,4.34415771,4.300885809,4.461787548,4.376033802,4.196135474,4.690957767,4.879563702,4.214826347,4.701200741,3.40692001,3.797136976,3.987082066,4.297473835,4.31029105,4.879563702,4.700592392
emp143675,4,4,5,4,5,4,3,4,5,4,4,4,4,4,5,5,4,4,3,5,4,4,4,4,3.553263446,4.102600596,4.645893171,3.956903116,4.52571106,3.82850475,3.994411705,3.671994422,4.200458024,4.198682757,4.36780061,3.858170641,3.147802198,4.372551028,4.387320948,4.597981677,4.286030358,4.227481681,4.089109686,4.78309677,3.553211862,4.508762332,4.200190255,3.993884506
emp137288,4,4,4,4,3,4,4,5,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,3.806082161,4.270597922,4.15826682,3.817870885,3.635574393,3.579954836,3.08662718,4.139409638,3.596088142,4.316151529,4.001669153,3.935146573,4.499232745,4.435880455,4.661151387,3.883685368,4.118582646,4.557121154,3.129904334,3.560362408,4.661151387,4.376313322,4.339224734,3.520827769
emp148364,4,5,4,5,4,3,4,4,3,5,5,5,3,4,4,4,4,4,4,4,5,4,4,4,3.565209521,4.190091718,3.713908895,3.953314411,4.630827038,3.469209049,4.19840093,3.830705727,4.521576405,4.264557824,4.569907986,3.9645806,4.017484698,4.400007868,4.124371102,3.709634937,4.3485848,3.306426679,3.775680779,4.286991407,4.524279069,4.635544342,3.569305681,3.56845372
emp150725,4,4,4,4,4,4,4,5,4,5,5,4,4,5,4,4,4,4,4,5,5,4,4,5,4.562356648,3.512147937,4.336700178,3.955204409,4.081486618,4.284291365,3.517050407,4.152357661,3.905834149,4.562356648,3.950441151,4.259493527,3.73892826,4.119039601,4.049499102,3.716983584,4.530530631,3.704072189,4.248166971,3.894823816,3.723650214,4.384271235,4.219584373,4.274573208
emp143401,5,4,4,4,4,4,4,4,5,5,5,4,4,5,4,5,3,4,4,4,4,4,4,4,4.227387845,4.615274341,4.036940836,3.083102408,3.761368923,4.251691213,3.52931811,4.384210471,3.826657711,4.471623522,4.145887824,3.893825473,4.403416915,4.414479956,4.362947922,4.085558871,4.709850228,3.793774833,3.880763046,4.709850228,4.679226263,4.709850228,4.163166505,4.709850228
emp144105,4,4,4,5,5,4,4,5,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,3.879165378,4.076722824,4.193868125,4.52656458,4.397574842,3.749615633,3.850037277,4.152461844,3.116548949,4.241304435,4.52656458,3.817588343,3.970081605,3.693502637,4.360513303,3.52144275,3.925306755,4.239541449,3.66875961,3.674746524,3.563746275,3.842976653,4.494008267,4.154069847
emp147757,4,4,5,4,4,5,4,4,4,4,4,4,4,5,5,4,4,4,4,5,3,5,5,4,3.343161925,4.303398569,4.026899047,3.987791792,3.861241564,3.550918396,3.721908156,4.05446268,4.008243599,4.514949595,4.269652259,3.961920322,4.232128938,4.548077337,3.968711867,4.035091404,4.226250155,3.887835474,3.121192181,4.094398015,4.429743171,4.427118658,4.639807316,4.463861691
emp151146,4,4,5,3,5,4,4,5,4,4,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4.297468055,4.206946224,3.724339497,3.492501099,4.036109335,3.896568794,3.900245575,3.918129555,4.033738159,4.315498919,4.5481982,4.385152819,3.680928128,4.285744992,4.511137708,3.479910551,4.224608348,4.212872225,4.452572306,4.46108604,3.574723743,4.224496518,4.580516573,4.127285974
emp150339,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,5,4,4,5,4,4.27337711,4.347259266,3.93898946,4.435195753,4.312234084,3.820755484,4.044679449,4.41239963,4.016278478,4.467121691,4.403115366,4.822319218,4.760914251,4.780453632,4.817211553,3.806560128,4.817211553,4.290870287,3.640753522,4.613707729,4.155335346,4.33264779,4.817211553,4.416210692
emp145513,4,5,5,4,3,4,4,4,4,4,5,4,3,5,5,4,4,5,3,4,5,5,4,4,3.75305208,4.37055354,4.283539915,3.397226933,4.054023934,3.836719967,3.457849775,4.311349492,4.13073978,3.729951418,4.283268322,3.909749144,4.073891657,3.566225119,4.737143576,4.061617117,4.099919899,4.034132411,3.490213545,4.737143576,3.468233697,4.46531136,3.704092668,4.338690667
emp151291,5,4,5,4,4,5,3,4,4,5,5,4,3,4,4,4,4,3,3,4,4,5,5,4,3.370684155,4.541030542,3.964322243,4.402210232,4.527058186,4.529340688,4.858651587,4.858651587,4.576143562,4.400352386,4.511537692,4.459367602,4.866739603,4.866739603,4.863583644,4.266859746,4.158205123,4.239560051,3.832824301,4.076410139,4.001126262,4.319956194,4.141209882,4.377415142
emp133832,3,4,4,4,4,4,4,5,3,4,4,3,4,4,4,3,4,4,3,4,3,4,3,4,4.603984481,4.382069164,4.603984481,4.081255998,4.084217798,3.556356698,3.597696589,4.017648888,4.151802904,4.449937514,3.569592978,4.293370118,4.367870806,4.554703702,4.112990359,4.544320281,4.668230995,3.761852293,3.281053174,4.584192141,3.818259558,4.144023063,3.868155616,4.432472265
emp148958,5,5,5,4,4,4,4,3,4,4,4,4,4,5,5,4,4,4,4,4,5,4,5,4,4.173634051,4.331946105,4.202834009,4.125927572,4.769742145,4.816917647,3.490075133,4.816917647,3.471484535,4.689219686,4.375760796,4.598627775,4.218531888,4.193293295,3.989892863,3.588783712,3.87145692,3.630891793,3.768858814,4.280248989,3.599522027,3.967080301,4.15161782,3.791971319
emp144096,4,4,4,4,4,4,3,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4.270261195,4.431125672,4.453543729,4.576485335,3.08291432,4.179891539,3.727143694,3.476258138,4.431952852,4.576485335,4.140673243,3.7946853,4.309335041,3.934047789,3.612448574,3.455240092,3.603254683,3.525975562,2.603206971,4.531931668,4.128208857,4.43768534,3.790120224,3.557028656
emp141972,4,5,4,4,4,4,4,4,5,4,5,4,5,4,4,3,5,4,3,4,3,5,4,4,3.87481694,4.454943058,4.574732907,4.350200824,4.388727069,4.583709407,3.592180487,4.176630251,4.770396427,4.798391568,4.798391568,4.432950531,4.088747379,3.551385512,4.800760442,3.102789716,4.385290021,4.091766312,3.612484238,4.44126346,4.15056989,4.760601119,4.615829104,3.69899952
emp147829,5,5,4,3,4,4,4,5,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4.623689787,4.219040111,4.72503326,4.311042479,4.58940619,4.271163266,3.635867766,4.725420274,4.555916345,4.100353972,3.748035872,3.849871153,4.742324519,4.267899022,4.239437922,4.631235527,3.763989934,4.072361147,3.701569129,4.742324519,4.422943675,4.149219035,4.159716583,4.742324519
emp136469,4,4,5,4,4,4,4,4,4,4,4,3,4,5,5,4,4,5,4,4,5,5,5,4,4.067556805,3.660112583,4.12616643,4.318538073,3.935861815,3.56185074,4.283889614,4.14774545,4.253269764,4.712951017,4.516117989,4.285567523,3.656608622,4.772461332,4.772461332,4.631289355,3.76409287,3.862745767,3.688833642,3.96379853,3.96510982,4.08851642,4.772461332,3.937369591
emp149015,3,4,5,5,4,5,3,5,4,4,5,4,3,5,4,4,3,4,4,4,4,4,4,4,4.480388015,4.238504802,4.613646373,3.707221797,4.417946115,4.207434684,3.727680295,4.409307089,4.215602779,4.647993593,3.898415848,3.572509686,3.796786924,3.952491685,4.602345209,3.620140592,4.602345209,4.160197928,4.39989623,4.122647007,3.696303463,4.04084299,4.602345209,4.598455509
emp133987,4,4,5,3,5,4,4,4,4,4,4,5,4,4,5,4,4,4,3,4,4,5,4,4,4.047000141,3.676116452,3.529787993,4.115792307,4.592170952,4.963414185,3.8168945,3.997222495,4.324495311,4.316599334,4.491993131,4.963414185,3.348359255,4.058929691,4.836883465,4.836883465,4.655077572,4.35435712,4.836883465,4.836883465,4.067105518,4.438336872,3.923930791,3.915630989
emp149926,4,5,5,4,5,4,4,4,4,5,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4.603886296,4.506152988,4.215791368,4.30849675,3.90899282,3.787304564,3.086378931,4.237358513,3.618623128,4.576407964,4.704100608,3.834076371,3.617385961,3.884336118,3.81071712,3.889095504,4.428499087,3.731960566,3.323618859,4.054523558,3.97483562,3.3332275,4.41289552,4.36068357
emp148883,4,4,5,4,5,4,4,4,4,5,5,5,4,5,4,4,4,4,4,5,3,4,5,5,4.306747289,4.168380514,3.938145437,3.885131097,4.438540237,3.36467263,4.105693011,4.271353375,3.875358397,3.877951571,4.461875249,4.457384748,4.175912046,4.346425705,4.019034616,3.622873404,4.08987868,4.126375942,3.968225807,4.743143596,4.224762778,3.990040056,4.631272964,4.850517154
emp139737,5,4,4,4,4,5,4,3,4,4,5,4,4,4,3,3,4,4,4,4,3,4,4,4,3.300360644,4.375986068,3.48272681,4.375986068,3.638397563,3.729059171,2.89689416,3.987950427,4.225125755,4.262152823,4.375986068,3.218409875,3.795916117,4.48269072,4.143565729,3.36470643,4.48269072,3.746608669,3.923693636,3.90602396,4.48269072,4.326651181,3.847705738,4.169690394
emp147081,3,5,5,4,5,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4.00050626,4.53279489,3.655875794,4.351757818,4.25542593,4.07713664,3.395951748,4.53279489,4.177569686,3.664611081,4.475167632,3.989332253,3.54699929,4.612895102,3.703064277,3.460889842,3.760756363,3.126579839,4.310087673,4.178174085,3.993397864,4.227607765,4.279590165,4.083582175
emp140223,4,3,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,3.787215751,4.538579532,4.434628315,3.475265468,4.315154806,4.142949665,4.291265516,4.538579532,3.076013144,4.538579532,4.538579532,3.417364809,3.439443082,4.513553442,3.976859404,3.901560238,4.063009396,4.081587691,4.15379988,3.77664252,4.155587776,4.631955302,4.588575361,4.408682383
emp140711,3,4,4,3,5,4,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.374966999,4.747359208,4.419105569,4.038069063,4.304131107,4.747359208,3.288116769,4.285585663,3.643373453,4.302259321,3.894819409,4.747359208,3.843285467,4.509923588,4.425983884,4.042838625,4.380580131,4.49796537,4.021291576,3.844366326,3.699141397,3.928830324,4.769032306,4.181146753
emp137518,5,5,4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,4,3,4,3,4,4,4,4.552583398,3.976463792,4.196070135,3.981954715,3.6842816,4.552583398,3.874611164,3.876413144,3.492585372,3.98151216,3.639923055,3.647966379,3.562331664,4.564590943,3.666625429,3.75031531,4.072101913,3.578268635,3.226696094,3.770679326,4.326159022,3.943436268,3.9400474,4.217162786
emp146182,3,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,5,4,4,4,4,4.583917196,4.528519104,4.811588885,4.619356133,4.325644072,3.724050156,4.006747306,4.429917358,4.892901155,3.953151631,4.708610114,4.163725822,3.670604984,4.263462369,4.204569308,3.11781922,4.548344465,3.944192523,4.548344465,4.500899965,3.964793016,4.142859706,3.066524085,4.548344465
emp147439,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,5,5,4,5,3.840238405,4.109292787,4.28582297,4.109008012,4.531482536,3.660920424,3.800879676,4.220710235,3.763070843,3.94024591,4.764174659,4.764174659,4.121917591,4.432814918,4.257537789,4.207501489,4.529140728,3.916675225,4.75409069,4.560562094,3.170639141,4.636304978,4.523812394,4.75409069
emp140601,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,5,4,4,4,4,5,4,4,3.733016991,3.763294921,3.97599201,3.723673382,3.89399215,3.368172704,3.807394942,4.645923561,3.57493026,4.49347471,4.615505624,4.826277213,4.300602463,4.699863617,3.978277079,4.257508188,4.357467922,4.776298433,4.388404479,4.62910423,3.543006445,3.393098569,4.776298433,3.074345753
emp146947,5,4,5,4,5,4,3,4,5,4,5,4,4,4,4,4,4,4,3,5,4,5,5,5,4.309702157,4.580651416,4.699416601,4.075793442,4.658697497,4.573179532,4.361599663,4.117189577,4.265188889,4.593396367,4.526533219,4.179797368,3.657776766,4.57311091,4.887954063,4.075038924,3.920940062,4.748711418,4.395307341,4.575621165,4.413894366,4.069589148,4.928386069,4.928386069
emp140129,3,4,4,4,4,3,4,4,4,5,5,4,4,4,5,4,4,4,3,4,4,4,5,5,4.251666696,4.782350782,3.748927541,3.715306004,4.056735803,4.739996736,3.717280407,4.653142065,4.273548062,4.493571557,3.976112786,4.480581638,3.820343572,3.994697126,3.96766871,3.979689545,3.505509065,3.857300852,4.485807091,4.829182622,4.633375355,4.301499872,3.833736886,4.829182622
emp139817,4,4,4,5,4,5,3,4,4,4,5,5,4,4,4,4,5,4,4,5,4,5,3,5,4.14123543,4.061727117,4.644209866,4.530287484,3.532929232,3.553697245,3.15902731,4.520481119,3.163873888,4.644209866,3.809327395,3.676617511,4.261267631,4.183517306,3.790379206,4.086998664,3.802051111,3.813620124,3.621812694,4.081292298,3.857040335,4.327028874,3.711464333,3.871911658
emp148204,4,5,5,4,4,4,4,4,4,5,5,4,4,4,4,4,5,4,4,4,3,4,4,4,4.30041405,4.381308735,4.527341833,4.105837947,3.953149745,3.169355737,3.706816783,4.323873348,3.630964202,4.418213588,3.815945651,3.806913808,3.478191502,4.466118672,4.323870068,4.195750817,4.037611729,3.649523844,3.897040603,4.340856173,4.097601608,4.440070891,3.034981912,4.229836599
emp134605,4,5,4,4,5,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,3,4,3.432163158,4.479326209,4.81584708,3.794768018,3.996200742,4.607644782,3.394744847,4.81584708,4.591884148,3.783916544,4.226774828,4.545287052,4.461607371,4.258057556,3.942684871,4.822141442,4.808649287,3.450576996,3.870495857,4.294657953,4.582561459,4.016413283,4.654504358,4.281622022
emp133128,5,4,5,4,4,4,4,3,4,5,4,5,4,4,5,3,4,4,3,4,4,4,5,4,3.952233302,4.363476858,4.014124074,4.757456281,3.953080611,4.167344662,4.495306457,4.094859191,4.289140964,4.441206643,4.336317584,3.615784494,3.51702314,4.101450613,4.508718608,4.191268159,4.097514536,3.733973967,3.314761284,4.442337258,3.746291264,4.508718608,4.440020687,3.777717139
emp149868,4,5,5,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3.233715677,4.21945223,4.442051016,3.639469668,3.596771822,3.65189094,3.385963096,3.699237227,3.914017599,3.629766265,3.908190357,4.47978726,4.335999209,3.362196429,4.073147451,2.983326657,3.802110877,3.517712586,3.549069281,2.984836039,3.092210097,3.574663495,3.633455922,3.930168088
emp148221,5,5,3,4,5,4,3,4,5,5,5,4,4,5,4,3,4,4,4,4,4,4,4,4,3.421402476,4.303500598,4.17204181,4.239042761,4.303976793,4.159124638,4.022910634,4.222539019,4.241679525,3.924380807,4.033421196,4.752880741,4.096984921,4.114107236,4.879029631,3.780754397,3.733516085,4.353378242,3.939299907,4.451150113,3.532262279,4.241252901,4.496058903,4.408406832
emp133010,4,5,4,4,4,4,5,4,5,4,4,3,5,4,4,4,4,4,4,4,5,4,4,5,4.209708225,4.171186358,4.745176196,3.86667404,4.656924035,3.561319529,3.617874913,4.802325697,3.984736543,4.496951998,3.896079082,4.143802277,3.998410509,4.884721784,4.821444361,3.982683198,4.746621911,4.459557979,3.129399047,4.784656598,3.862183526,4.863597009,4.896803241,4.663047979
emp140095,3,5,3,4,4,4,4,4,5,4,5,4,4,5,4,4,4,3,4,5,4,4,4,3,3.008876356,3.326131808,4.494412381,3.519762226,4.210465059,3.525615087,3.792543515,4.494412381,3.968686381,4.324672038,4.494412381,3.767559885,3.395130496,4.196864298,4.20030459,3.648246522,3.513686571,4.096474453,3.803984335,3.98975452,3.432508476,3.453887644,4.077249995,4.012874421
emp138862,4,4,5,4,5,4,4,4,5,5,4,5,4,5,5,4,4,5,4,4,4,4,4,4,4.29632144,4.519902293,3.928700401,4.508374594,4.503312654,4.414751088,3.855703538,4.054688608,4.501974408,4.125020616,4.707311218,4.560126832,4.322053216,4.226304645,4.012236629,4.390626775,4.375907714,4.798317067,3.656676095,4.731187818,3.982462251,4.837948024,4.107586582,3.746675112
emp145341,4,4,5,4,4,4,4,4,5,4,4,4,3,4,4,3,4,4,3,4,5,4,4,4,3.705274734,4.040294746,4.651508236,4.638906682,3.533581402,3.86783466,3.030908405,4.646387549,4.171115354,3.805642599,4.264971144,4.186766506,3.490973666,2.897560005,4.189392355,3.465731186,4.317667218,4.035169026,3.675172338,4.336291391,3.68861423,3.856312527,4.336291391,3.86483532
emp142832,4,4,4,3,5,3,4,4,4,4,5,4,4,5,4,4,5,4,4,4,4,5,4,5,3.285726404,4.078897808,4.617207502,4.239357509,4.397612489,3.222352679,4.213237029,4.609356344,4.07016814,4.279246419,3.867762582,4.349083112,4.064182745,4.662066921,4.662066921,3.627849273,4.438622394,4.184189607,3.170818233,4.233551996,3.75136921,4.642502396,4.544310497,4.210469576
emp133790,5,4,4,4,5,4,4,5,4,4,5,4,4,4,4,4,4,5,3,4,4,4,5,4,4.279309734,4.182353802,4.501484357,3.895005932,4.704922095,3.527638854,3.933099628,3.673878662,4.075698273,4.069654767,4.751489297,4.797135573,4.276614768,3.880253171,4.223774896,4.020638217,4.099073418,4.400054784,4.44656569,4.512812989,4.248139292,4.653429263,4.596163577,4.648964866
emp145357,4,4,5,4,4,4,4,5,4,4,4,5,4,5,4,4,4,4,4,4,4,4,5,4,3.965308895,4.15210808,3.708414356,3.449059536,3.208993479,3.509596549,3.823861588,4.039442337,3.564742545,3.222465739,3.481466561,4.207341489,3.682881949,3.173664603,3.711780799,4.106835832,3.726662155,3.991193088,3.625969367,4.522015706,2.970055245,4.389713835,4.420709602,3.646771734
emp144173,4,5,5,4,5,4,4,4,4,4,4,4,5,5,5,4,5,4,4,4,4,5,4,5,3.769681268,4.06319539,4.472774675,3.898531665,3.572206073,3.922494972,3.757816294,4.659722033,3.656073789,3.379900808,3.959893841,4.449494976,4.258307955,3.926007112,3.855745776,4.009489676,4.667998627,4.05129051,3.900620851,4.400566313,3.636315513,4.205915302,4.178901965,4.753450899
emp139591,4,4,5,4,4,4,4,5,4,4,4,5,4,4,5,4,4,5,4,4,4,4,4,4,3.742696363,3.77518163,4.847550673,4.269957455,4.236294685,4.058736254,3.73833077,4.578873823,3.926596069,4.314483506,4.284540601,4.259747355,4.16785215,4.107191178,4.360555776,3.031805861,4.688669875,3.333031007,4.508727744,4.482827843,3.887620285,4.521816197,4.047924223,3.927690248
emp143153,4,5,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,5,4,5,4.277565092,4.047701196,3.548017045,3.934503399,3.735288573,3.735058787,3.61749827,4.120137956,4.28728544,4.071064518,4.413232518,3.407518585,3.985629882,4.729960348,4.253503957,4.357477866,4.645463128,4.729960348,3.507869277,4.417407308,3.751775441,4.532776159,4.355397555,3.831845293
emp143344,3,4,4,4,4,4,4,4,3,4,5,4,4,5,4,4,4,4,4,4,4,5,4,4,4.761429258,3.842657584,4.826865477,3.737689212,4.664823352,3.861085362,3.228943984,4.118742291,4.504359513,4.236092762,4.46402984,4.687777168,3.75326771,3.869809211,4.601091674,3.522658241,4.367149277,3.925042515,3.713564263,4.872905353,4.012138972,4.84672925,4.053220339,4.314661236
emp146965,4,4,4,4,4,4,3,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,3.932269926,3.607328919,4.279650032,4.121333489,4.148874742,4.055562032,3.582980064,4.347160043,3.185257657,3.798317958,3.707500584,4.111531612,4.391297689,3.954585466,4.477937644,3.350635383,3.440204718,4.477937644,3.803380422,4.197228269,3.522391146,4.477937644,3.989429934,3.321733814
